"","Viv1","Viv2","Viv3","Hfd1","Hfd2","Hfd3"
"ENSMUSG00000028249",1635,1125,1443,1499,1459,1499
"ENSMUSG00000028245",515,393,483,460,405,466
"ENSMUSG00000058945",0,1,0,0,0,0
"ENSMUSG00000081913",4,9,10,5,1,3
"ENSMUSG00000081388",2,1,1,0,1,0
"ENSMUSG00000077302",0,0,0,0,0,0
"ENSMUSG00000041272",91,57,68,106,88,164
"ENSMUSG00000086052",0,0,0,0,0,1
"ENSMUSG00000083023",0,0,0,0,0,0
"ENSMUSG00000086070",0,0,0,0,0,0
"ENSMUSG00000085630",0,0,0,0,0,0
"ENSMUSG00000082024",4,9,13,7,7,8
"ENSMUSG00000089167",0,0,0,0,0,0
"ENSMUSG00000083068",0,0,0,1,0,0
"ENSMUSG00000041261",3277,2424,2257,1643,1733,2113
"ENSMUSG00000079993",8,14,18,3,5,8
"ENSMUSG00000092993",0,0,0,0,0,0
"ENSMUSG00000082151",81,111,193,41,58,36
"ENSMUSG00000047187",2216,1494,1933,1735,1890,2024
"ENSMUSG00000082122",4,3,3,1,2,0
"ENSMUSG00000041235",408,194,440,330,280,311
"ENSMUSG00000083786",0,0,0,0,0,0
"ENSMUSG00000075958",0,0,0,0,0,0
"ENSMUSG00000091467",0,0,0,0,0,0
"ENSMUSG00000041216",0,0,0,0,0,0
"ENSMUSG00000086233",0,0,0,0,0,0
"ENSMUSG00000087564",0,0,0,0,0,0
"ENSMUSG00000028207",1014,433,666,821,833,892
"ENSMUSG00000092724",0,0,0,0,0,0
"ENSMUSG00000064698",0,0,0,0,0,0
"ENSMUSG00000085558",166,90,149,81,103,117
"ENSMUSG00000051279",14,10,5,24,43,26
"ENSMUSG00000082843",0,0,0,0,1,0
"ENSMUSG00000090384",0,0,0,0,0,0
"ENSMUSG00000084095",6,6,11,1,6,3
"ENSMUSG00000082501",0,0,0,0,0,0
"ENSMUSG00000084215",691,501,719,482,874,539
"ENSMUSG00000086080",0,0,0,0,0,0
"ENSMUSG00000086455",0,0,0,0,0,0
"ENSMUSG00000081361",0,0,0,0,0,0
"ENSMUSG00000083997",42,37,77,14,31,28
"ENSMUSG00000092880",0,0,0,0,0,0
"ENSMUSG00000066315",700,724,1109,385,450,410
"ENSMUSG00000083220",115,96,176,78,99,81
"ENSMUSG00000059482",154,80,118,96,94,84
"ENSMUSG00000081715",463,325,387,271,383,272
"ENSMUSG00000049969",341,264,421,336,378,398
"ENSMUSG00000050323",361,236,364,220,276,266
"ENSMUSG00000086765",7,9,12,13,4,7
"ENSMUSG00000083025",12,7,17,9,11,2
"ENSMUSG00000081490",24,27,62,13,18,17
"ENSMUSG00000028211",4618,3425,2445,4565,2654,4474
"ENSMUSG00000028212",27,17,19,26,35,24
"ENSMUSG00000040738",517,363,541,291,386,401
"ENSMUSG00000045205",365,221,332,340,253,373
"ENSMUSG00000089185",0,0,1,0,0,0
"ENSMUSG00000086492",0,0,0,0,0,0
"ENSMUSG00000040728",3,1,0,2,7,4
"ENSMUSG00000081884",20,7,45,15,7,20
"ENSMUSG00000067549",0,0,0,0,0,0
"ENSMUSG00000082255",0,0,0,0,0,0
"ENSMUSG00000040720",593,354,585,395,442,484
"ENSMUSG00000086625",0,0,0,0,0,0
"ENSMUSG00000078773",24,7,10,28,15,17
"ENSMUSG00000066307",9,5,7,13,4,9
"ENSMUSG00000086103",35,11,8,27,18,37
"ENSMUSG00000084046",0,0,0,1,0,0
"ENSMUSG00000028214",43,26,27,64,63,81
"ENSMUSG00000028217",0,0,0,1,1,0
"ENSMUSG00000084518",0,0,0,0,0,0
"ENSMUSG00000080359",0,0,0,0,0,0
"ENSMUSG00000049225",20,16,15,34,37,35
"ENSMUSG00000085614",0,0,0,1,0,2
"ENSMUSG00000073995",0,0,0,0,0,0
"ENSMUSG00000090438",0,0,0,0,0,0
"ENSMUSG00000085027",0,0,0,0,0,0
"ENSMUSG00000085467",0,0,0,0,0,0
"ENSMUSG00000049488",62,32,45,43,54,48
"ENSMUSG00000052137",160,109,75,75,56,49
"ENSMUSG00000083246",8,8,18,11,10,6
"ENSMUSG00000081593",10,12,16,6,20,6
"ENSMUSG00000082676",56,46,33,52,56,36
"ENSMUSG00000046667",196,139,97,94,74,89
"ENSMUSG00000028218",327,172,212,182,197,211
"ENSMUSG00000060989",674,583,761,378,499,468
"ENSMUSG00000085909",0,0,0,0,0,0
"ENSMUSG00000065823",0,0,0,0,0,0
"ENSMUSG00000055963",3,1,4,6,5,4
"ENSMUSG00000086227",0,0,0,0,0,0
"ENSMUSG00000080663",0,0,0,0,0,0
"ENSMUSG00000081327",0,0,0,0,0,0
"ENSMUSG00000083328",477,523,737,214,367,288
"ENSMUSG00000081063",0,0,0,0,0,0
"ENSMUSG00000092795",0,0,0,0,0,0
"ENSMUSG00000006586",4,1,2,10,8,2
"ENSMUSG00000086927",0,0,0,0,0,0
"ENSMUSG00000077701",0,0,0,0,0,0
"ENSMUSG00000082128",307,332,494,168,224,166
"ENSMUSG00000086068",0,0,0,0,0,0
"ENSMUSG00000087919",0,0,0,0,0,0
"ENSMUSG00000081239",352,325,487,208,291,224
"ENSMUSG00000040569",3,0,0,0,0,2
"ENSMUSG00000023151",2,1,0,0,0,0
"ENSMUSG00000083280",13,14,15,19,16,14
"ENSMUSG00000040550",757,433,576,573,568,645
"ENSMUSG00000028221",351,241,287,365,315,385
"ENSMUSG00000086587",26,19,21,18,24,23
"ENSMUSG00000040536",1737,919,1258,1342,1136,1512
"ENSMUSG00000087241",79,52,57,71,54,75
"ENSMUSG00000083073",0,0,0,0,0,0
"ENSMUSG00000043252",1445,782,1018,1591,1278,1826
"ENSMUSG00000070270",0,0,0,0,0,0
"ENSMUSG00000080869",60,55,72,59,38,54
"ENSMUSG00000083330",0,0,0,0,0,0
"ENSMUSG00000082673",11,13,13,4,12,8
"ENSMUSG00000084181",0,0,0,0,0,0
"ENSMUSG00000081026",14,7,17,4,7,4
"ENSMUSG00000080470",0,0,0,0,0,0
"ENSMUSG00000028222",1,0,0,2,0,2
"ENSMUSG00000088055",0,0,0,0,0,0
"ENSMUSG00000028223",6225,4388,4374,5506,5427,5884
"ENSMUSG00000028224",483,342,422,379,423,412
"ENSMUSG00000084190",0,0,1,1,0,0
"ENSMUSG00000041153",30,10,28,43,44,33
"ENSMUSG00000084408",0,0,0,1,0,1
"ENSMUSG00000088612",0,0,0,0,0,0
"ENSMUSG00000081679",2,0,1,2,0,0
"ENSMUSG00000041135",98,57,160,119,148,147
"ENSMUSG00000092822",0,0,0,0,0,0
"ENSMUSG00000085112",17,8,13,11,9,6
"ENSMUSG00000083725",41,31,57,25,46,36
"ENSMUSG00000083095",0,0,0,0,0,0
"ENSMUSG00000080065",2,0,0,0,1,0
"ENSMUSG00000086072",0,0,0,0,0,0
"ENSMUSG00000064657",0,0,0,1,1,0
"ENSMUSG00000083229",0,0,0,0,0,0
"ENSMUSG00000064619",0,0,0,0,0,0
"ENSMUSG00000082994",10,20,20,3,5,8
"ENSMUSG00000082552",3,2,2,0,0,3
"ENSMUSG00000083572",1,0,7,0,2,0
"ENSMUSG00000089218",0,0,0,0,0,0
"ENSMUSG00000085478",0,0,0,0,0,0
"ENSMUSG00000028226",0,0,0,0,0,0
"ENSMUSG00000083387",1,0,0,2,0,0
"ENSMUSG00000083150",6,4,9,5,4,6
"ENSMUSG00000087402",0,0,0,0,0,0
"ENSMUSG00000080919",0,0,0,0,0,0
"ENSMUSG00000083660",0,0,0,0,0,0
"ENSMUSG00000089578",0,0,0,0,0,0
"ENSMUSG00000088500",0,0,0,0,0,0
"ENSMUSG00000050550",245,167,266,163,204,192
"ENSMUSG00000073991",0,0,0,0,0,0
"ENSMUSG00000083005",0,0,0,0,0,0
"ENSMUSG00000083105",0,0,0,0,0,0
"ENSMUSG00000056494",0,0,0,2,1,1
"ENSMUSG00000082320",43,27,81,18,20,25
"ENSMUSG00000089090",0,0,0,0,0,0
"ENSMUSG00000028228",1635,915,1445,1160,1039,1438
"ENSMUSG00000028229",652,431,454,510,502,594
"ENSMUSG00000078772",0,1,0,0,0,0
"ENSMUSG00000041058",2664,1562,2288,2207,1756,2648
"ENSMUSG00000086071",41,39,32,45,41,46
"ENSMUSG00000041052",0,0,0,0,0,2
"ENSMUSG00000028238",89,40,45,60,31,41
"ENSMUSG00000086332",146,93,85,62,68,75
"ENSMUSG00000073988",14836,10679,12604,11496,10241,14777
"ENSMUSG00000090934",1,3,1,2,5,2
"ENSMUSG00000073987",327,241,283,301,334,367
"ENSMUSG00000055761",1,0,1,0,0,0
"ENSMUSG00000086017",0,0,0,0,0,0
"ENSMUSG00000081964",24,14,32,5,14,6
"ENSMUSG00000083315",0,0,0,0,0,0
"ENSMUSG00000088073",0,0,0,0,0,0
"ENSMUSG00000089322",0,0,0,0,0,0
"ENSMUSG00000083654",2,0,1,0,0,0
"ENSMUSG00000082672",0,0,0,0,0,0
"ENSMUSG00000040478",0,0,0,0,0,0
"ENSMUSG00000028252",574,336,420,412,378,507
"ENSMUSG00000028251",409,257,269,313,269,279
"ENSMUSG00000040455",416,261,378,333,311,444
"ENSMUSG00000028248",952,727,643,516,597,843
"ENSMUSG00000028247",554,350,375,290,364,317
"ENSMUSG00000028246",1,1,0,2,0,3
"ENSMUSG00000080997",0,0,0,0,0,0
"ENSMUSG00000082490",2,2,1,1,0,1
"ENSMUSG00000083376",0,0,0,0,0,0
"ENSMUSG00000040410",563,334,447,436,383,471
"ENSMUSG00000077561",0,0,0,0,0,0
"ENSMUSG00000052621",0,0,0,0,0,0
"ENSMUSG00000081810",506,603,825,274,356,310
"ENSMUSG00000083514",0,0,0,0,0,0
"ENSMUSG00000080762",0,0,0,0,0,0
"ENSMUSG00000083479",0,0,0,0,0,0
"ENSMUSG00000088809",0,0,0,0,0,0
"ENSMUSG00000028244",0,0,0,0,0,0
"ENSMUSG00000087098",0,0,0,0,0,0
"ENSMUSG00000081997",0,0,0,0,0,0
"ENSMUSG00000083727",0,0,0,0,0,0
"ENSMUSG00000083785",1,3,3,1,0,3
"ENSMUSG00000082876",215,182,262,112,158,212
"ENSMUSG00000089323",0,0,0,0,0,0
"ENSMUSG00000084179",0,0,0,0,0,0
"ENSMUSG00000083154",4,4,12,6,3,2
"ENSMUSG00000081148",0,0,0,0,0,0
"ENSMUSG00000045751",30,13,28,57,34,46
"ENSMUSG00000040387",5,2,1,1,2,1
"ENSMUSG00000077873",0,0,0,0,0,0
"ENSMUSG00000087399",0,0,0,0,1,0
"ENSMUSG00000028261",600,422,454,471,619,529
"ENSMUSG00000046219",0,0,0,0,1,0
"ENSMUSG00000040372",0,0,2,1,2,1
"ENSMUSG00000085885",2,0,0,0,0,0
"ENSMUSG00000083400",0,0,0,0,0,0
"ENSMUSG00000028259",2,0,0,0,0,0
"ENSMUSG00000040359",1255,609,656,868,866,1005
"ENSMUSG00000083737",97,98,182,49,94,69
"ENSMUSG00000081786",0,1,3,0,1,1
"ENSMUSG00000082451",0,0,0,0,0,0
"ENSMUSG00000089327",0,0,0,0,0,0
"ENSMUSG00000081369",1,1,2,0,0,2
"ENSMUSG00000081789",150,156,262,69,131,124
"ENSMUSG00000065040",0,0,0,0,0,0
"ENSMUSG00000055373",0,0,0,0,0,0
"ENSMUSG00000078766",0,0,0,0,0,0
"ENSMUSG00000065048",0,0,0,0,0,0
"ENSMUSG00000083835",0,0,0,0,0,0
"ENSMUSG00000076977",0,0,0,0,0,0
"ENSMUSG00000084018",1,0,4,4,4,2
"ENSMUSG00000088547",0,0,0,0,0,0
"ENSMUSG00000040520",484,272,391,402,287,437
"ENSMUSG00000066252",21006,9661,19027,10095,10713,9486
"ENSMUSG00000082573",0,0,0,0,0,0
"ENSMUSG00000081985",0,0,0,0,1,0
"ENSMUSG00000082138",0,0,0,0,0,0
"ENSMUSG00000086257",0,0,0,0,0,0
"ENSMUSG00000083447",0,0,0,0,0,0
"ENSMUSG00000080958",34,19,43,20,5,33
"ENSMUSG00000084163",0,0,0,0,0,0
"ENSMUSG00000065209",0,0,0,0,0,0
"ENSMUSG00000082674",193,144,168,96,109,128
"ENSMUSG00000080175",4,5,2,1,3,1
"ENSMUSG00000082977",0,0,0,0,0,0
"ENSMUSG00000082703",0,0,0,0,0,0
"ENSMUSG00000077521",0,0,0,0,0,0
"ENSMUSG00000082359",0,0,0,0,0,0
"ENSMUSG00000081579",0,0,0,0,0,0
"ENSMUSG00000084073",19,19,32,3,7,9
"ENSMUSG00000083214",28,26,47,14,22,19
"ENSMUSG00000081011",0,0,0,0,0,0
"ENSMUSG00000028289",29,23,15,58,33,48
"ENSMUSG00000086774",1,0,0,0,0,0
"ENSMUSG00000087316",0,0,0,0,0,0
"ENSMUSG00000086339",0,0,0,0,0,0
"ENSMUSG00000080911",0,0,0,0,0,0
"ENSMUSG00000082486",0,0,0,0,0,0
"ENSMUSG00000082058",0,0,0,0,0,0
"ENSMUSG00000080771",0,0,0,0,0,0
"ENSMUSG00000087180",0,0,0,0,0,0
"ENSMUSG00000085522",0,0,0,0,0,0
"ENSMUSG00000076428",0,0,0,0,0,0
"ENSMUSG00000082949",0,1,0,0,0,0
"ENSMUSG00000084402",0,0,0,0,0,0
"ENSMUSG00000065053",0,0,0,0,0,0
"ENSMUSG00000082254",11,8,12,5,5,2
"ENSMUSG00000028284",1322,707,982,886,885,1150
"ENSMUSG00000084201",1,1,3,0,0,0
"ENSMUSG00000084440",2,0,0,1,0,0
"ENSMUSG00000082398",94,89,149,59,77,76
"ENSMUSG00000083872",0,0,1,0,0,0
"ENSMUSG00000083564",0,0,0,0,0,0
"ENSMUSG00000040270",241,86,139,176,147,170
"ENSMUSG00000090278",0,0,1,2,0,0
"ENSMUSG00000087049",1,2,1,2,4,0
"ENSMUSG00000084611",0,0,0,0,0,0
"ENSMUSG00000086150",23,17,18,25,27,35
"ENSMUSG00000051056",3,2,5,2,1,0
"ENSMUSG00000081879",0,0,0,0,0,0
"ENSMUSG00000028282",210,96,157,123,136,167
"ENSMUSG00000081592",0,0,0,0,0,0
"ENSMUSG00000058006",427,204,310,319,231,335
"ENSMUSG00000045854",161,107,121,154,143,161
"ENSMUSG00000040183",5,5,2,5,4,3
"ENSMUSG00000083565",0,0,0,0,0,0
"ENSMUSG00000059634",1325,1235,1608,634,858,696
"ENSMUSG00000028278",33,32,36,120,84,129
"ENSMUSG00000081025",0,0,0,0,0,0
"ENSMUSG00000085037",126,69,60,70,93,76
"ENSMUSG00000028277",1063,629,895,754,825,799
"ENSMUSG00000082851",10,19,30,6,15,18
"ENSMUSG00000023267",1,2,1,0,0,0
"ENSMUSG00000028280",0,0,0,0,0,0
"ENSMUSG00000054659",80,36,63,51,37,49
"ENSMUSG00000083887",125,125,153,72,81,72
"ENSMUSG00000054679",0,0,0,1,2,2
"ENSMUSG00000040128",1795,1281,989,898,1221,1370
"ENSMUSG00000086127",0,3,1,1,0,2
"ENSMUSG00000092716",0,0,0,0,0,0
"ENSMUSG00000028274",285,189,204,227,194,180
"ENSMUSG00000081206",1,0,0,1,0,0
"ENSMUSG00000082909",0,0,0,0,0,0
"ENSMUSG00000080502",0,0,0,0,0,0
"ENSMUSG00000077397",0,0,0,0,0,0
"ENSMUSG00000044288",0,0,1,0,0,0
"ENSMUSG00000089414",0,0,0,0,0,0
"ENSMUSG00000028264",1,0,0,1,1,2
"ENSMUSG00000087841",0,0,0,0,0,0
"ENSMUSG00000087602",0,0,0,0,0,0
"ENSMUSG00000062554",112,89,137,72,101,84
"ENSMUSG00000081384",0,0,0,0,0,0
"ENSMUSG00000082649",0,0,0,0,0,0
"ENSMUSG00000087758",0,0,0,0,0,0
"ENSMUSG00000084119",1,0,0,0,0,0
"ENSMUSG00000059249",1553,1234,1536,861,1066,1021
"ENSMUSG00000028291",394,297,360,356,375,333
"ENSMUSG00000040044",629,352,434,385,389,427
"ENSMUSG00000028292",318,200,236,214,241,207
"ENSMUSG00000028293",735,426,601,441,526,547
"ENSMUSG00000088338",0,0,0,0,0,0
"ENSMUSG00000028294",0,0,1,0,0,0
"ENSMUSG00000071015",0,0,0,0,0,0
"ENSMUSG00000028295",214,132,172,177,152,198
"ENSMUSG00000039967",525,250,327,321,176,416
"ENSMUSG00000082367",1,1,2,3,1,4
"ENSMUSG00000028298",0,0,1,0,0,0
"ENSMUSG00000085824",0,0,0,0,0,0
"ENSMUSG00000083956",0,0,0,0,0,0
"ENSMUSG00000082709",35,30,29,22,23,14
"ENSMUSG00000073910",785,523,790,767,737,913
"ENSMUSG00000086792",0,0,1,0,0,0
"ENSMUSG00000042993",1,0,0,1,0,1
"ENSMUSG00000028300",411,262,321,280,254,284
"ENSMUSG00000082762",632,527,901,259,377,312
"ENSMUSG00000084828",1,0,0,0,0,0
"ENSMUSG00000083934",0,0,0,0,0,0
"ENSMUSG00000083851",0,1,1,1,0,1
"ENSMUSG00000045083",0,0,0,0,0,0
"ENSMUSG00000082169",3,6,3,4,6,2
"ENSMUSG00000084352",0,0,0,0,0,0
"ENSMUSG00000077851",0,0,0,0,0,0
"ENSMUSG00000078057",0,0,0,0,0,0
"ENSMUSG00000087843",0,0,0,0,0,0
"ENSMUSG00000052961",0,0,0,0,0,0
"ENSMUSG00000084898",0,0,0,0,0,0
"ENSMUSG00000080969",76,77,101,49,55,55
"ENSMUSG00000082732",5,3,5,3,6,3
"ENSMUSG00000086026",0,0,0,0,0,0
"ENSMUSG00000088718",0,0,0,0,0,0
"ENSMUSG00000087771",0,0,0,0,0,0
"ENSMUSG00000083983",0,0,0,0,0,0
"ENSMUSG00000080057",0,0,0,1,0,0
"ENSMUSG00000082899",0,0,0,0,0,0
"ENSMUSG00000084148",123,120,188,70,79,67
"ENSMUSG00000085632",0,0,0,0,0,0
"ENSMUSG00000081427",1,0,2,2,0,1
"ENSMUSG00000065344",0,0,0,0,0,0
"ENSMUSG00000082238",0,0,0,0,0,0
"ENSMUSG00000077738",0,0,0,0,0,0
"ENSMUSG00000090839",0,0,0,0,0,0
"ENSMUSG00000028287",0,0,0,0,0,0
"ENSMUSG00000082302",12,16,31,7,15,4
"ENSMUSG00000083271",0,0,0,0,0,0
"ENSMUSG00000082022",0,0,0,0,0,0
"ENSMUSG00000088339",0,0,0,0,0,0
"ENSMUSG00000084220",0,1,0,1,3,2
"ENSMUSG00000088526",0,0,0,0,0,0
"ENSMUSG00000083202",0,0,0,0,0,0
"ENSMUSG00000081352",156,170,197,165,151,140
"ENSMUSG00000028405",6554,3847,5196,3978,4680,4050
"ENSMUSG00000040296",614,357,397,512,559,549
"ENSMUSG00000036822",550,413,684,460,454,545
"ENSMUSG00000028407",121,78,68,63,64,67
"ENSMUSG00000071014",1018,663,762,752,771,818
"ENSMUSG00000087137",0,0,0,0,0,0
"ENSMUSG00000089585",0,0,0,0,0,0
"ENSMUSG00000046593",0,1,1,0,4,1
"ENSMUSG00000086355",0,0,0,0,0,0
"ENSMUSG00000081720",0,0,0,0,0,0
"ENSMUSG00000028411",306,175,212,223,194,211
"ENSMUSG00000082008",6,8,16,10,12,6
"ENSMUSG00000091395",25,17,14,7,14,14
"ENSMUSG00000028410",2641,1913,2564,1341,1885,1419
"ENSMUSG00000065452",0,0,0,0,0,0
"ENSMUSG00000028409",1516,833,1057,907,1260,1063
"ENSMUSG00000056412",183,145,213,126,179,133
"ENSMUSG00000028413",983,418,638,750,797,1012
"ENSMUSG00000092809",0,0,0,0,0,0
"ENSMUSG00000092865",0,0,0,0,0,0
"ENSMUSG00000092971",0,0,0,0,0,0
"ENSMUSG00000081309",9,13,20,11,24,14
"ENSMUSG00000028415",0,1,1,0,0,0
"ENSMUSG00000028416",2404,1823,1967,1669,2045,1955
"ENSMUSG00000028419",1672,1175,1422,1211,1413,1491
"ENSMUSG00000028423",954,683,1108,836,824,996
"ENSMUSG00000092862",0,0,0,0,0,0
"ENSMUSG00000028427",2,0,0,12,14,10
"ENSMUSG00000088154",0,0,0,0,0,0
"ENSMUSG00000028435",0,1,0,1,0,0
"ENSMUSG00000028430",508,271,341,414,550,392
"ENSMUSG00000081437",1,0,0,0,0,0
"ENSMUSG00000036241",2863,1925,2717,1922,2405,2491
"ENSMUSG00000082186",80,56,163,78,127,101
"ENSMUSG00000087730",0,0,0,0,0,0
"ENSMUSG00000028433",455,243,375,365,386,405
"ENSMUSG00000089265",1,1,0,0,0,0
"ENSMUSG00000089308",2,1,0,0,0,0
"ENSMUSG00000093562",0,0,0,0,0,0
"ENSMUSG00000081866",0,0,0,0,0,0
"ENSMUSG00000028436",863,607,983,694,740,779
"ENSMUSG00000065873",0,1,1,0,0,0
"ENSMUSG00000087938",0,0,1,0,1,0
"ENSMUSG00000088528",0,0,0,1,0,0
"ENSMUSG00000028437",1084,762,1184,926,916,1149
"ENSMUSG00000028438",20,5,18,8,8,10
"ENSMUSG00000028443",243,163,160,210,216,196
"ENSMUSG00000046312",857,420,787,849,845,787
"ENSMUSG00000028441",0,0,0,0,0,0
"ENSMUSG00000036162",0,0,0,0,0,0
"ENSMUSG00000028439",123,71,107,117,114,114
"ENSMUSG00000087623",0,2,1,3,3,2
"ENSMUSG00000061322",3,3,1,1,4,1
"ENSMUSG00000028445",108,213,245,59,62,58
"ENSMUSG00000084761",1,1,3,0,0,0
"ENSMUSG00000087054",0,0,0,0,0,0
"ENSMUSG00000028444",45,43,49,39,59,54
"ENSMUSG00000073889",434,317,305,237,312,252
"ENSMUSG00000036114",287,220,264,181,288,206
"ENSMUSG00000028447",548,345,452,405,452,484
"ENSMUSG00000066224",0,0,0,0,0,0
"ENSMUSG00000036078",4856,2333,2572,3400,3069,3140
"ENSMUSG00000036073",903,570,589,528,572,559
"ENSMUSG00000073888",52,31,33,21,46,36
"ENSMUSG00000084194",1,0,1,0,0,0
"ENSMUSG00000090604",0,0,0,0,0,0
"ENSMUSG00000082962",0,1,0,0,1,0
"ENSMUSG00000073886",0,0,0,0,0,0
"ENSMUSG00000082984",0,0,0,0,0,0
"ENSMUSG00000085730",0,0,0,0,0,0
"ENSMUSG00000084010",0,0,0,0,0,0
"ENSMUSG00000073884",1,0,0,0,0,0
"ENSMUSG00000082902",0,0,1,3,1,1
"ENSMUSG00000078747",2,0,0,1,2,3
"ENSMUSG00000078746",2,0,0,0,0,0
"ENSMUSG00000082414",0,0,0,0,0,0
"ENSMUSG00000073883",0,0,2,0,0,0
"ENSMUSG00000073882",0,0,0,0,0,0
"ENSMUSG00000073881",0,0,0,0,0,0
"ENSMUSG00000091938",1,0,1,0,0,0
"ENSMUSG00000073880",0,0,0,0,0,0
"ENSMUSG00000078744",0,0,0,0,1,0
"ENSMUSG00000073878",1,1,0,0,0,0
"ENSMUSG00000087577",0,0,0,0,0,0
"ENSMUSG00000084036",0,0,0,0,1,0
"ENSMUSG00000073877",2,10,5,1,6,7
"ENSMUSG00000073876",36,21,45,23,23,21
"ENSMUSG00000091473",0,0,0,0,0,0
"ENSMUSG00000091542",0,0,0,0,1,0
"ENSMUSG00000083929",0,0,0,0,0,0
"ENSMUSG00000073875",0,0,0,0,0,0
"ENSMUSG00000081989",0,0,0,0,0,0
"ENSMUSG00000073879",0,0,0,0,0,0
"ENSMUSG00000090338",0,0,0,0,0,0
"ENSMUSG00000078363",0,0,0,0,0,0
"ENSMUSG00000078739",1,2,0,0,0,0
"ENSMUSG00000078736",1,1,0,1,2,0
"ENSMUSG00000078362",3,2,1,4,1,3
"ENSMUSG00000078361",0,0,0,0,0,0
"ENSMUSG00000078735",48,46,51,17,27,27
"ENSMUSG00000078734",2,7,3,3,5,1
"ENSMUSG00000078732",1,1,0,1,1,1
"ENSMUSG00000078731",0,1,0,0,0,0
"ENSMUSG00000078729",0,0,1,0,1,1
"ENSMUSG00000078360",0,0,0,0,0,0
"ENSMUSG00000083726",0,0,0,0,3,0
"ENSMUSG00000073873",0,0,0,0,0,0
"ENSMUSG00000073874",1,0,0,0,0,0
"ENSMUSG00000078727",2,0,2,0,0,1
"ENSMUSG00000073872",0,0,0,0,0,0
"ENSMUSG00000073871",0,0,0,0,0,0
"ENSMUSG00000078725",0,0,0,0,0,0
"ENSMUSG00000073869",0,0,0,0,0,0
"ENSMUSG00000066202",3,0,2,3,9,2
"ENSMUSG00000066201",44,39,54,28,36,23
"ENSMUSG00000055406",0,0,0,0,0,0
"ENSMUSG00000073868",5,4,6,0,2,5
"ENSMUSG00000054885",1,0,0,0,0,0
"ENSMUSG00000085910",0,0,0,0,0,0
"ENSMUSG00000071005",1,0,2,1,3,2
"ENSMUSG00000071003",5,2,0,1,2,1
"ENSMUSG00000078722",1,0,0,0,0,1
"ENSMUSG00000078721",1,0,0,0,0,1
"ENSMUSG00000050141",2,0,0,1,0,1
"ENSMUSG00000036062",4,4,5,2,7,5
"ENSMUSG00000036052",94,64,89,54,74,64
"ENSMUSG00000028451",0,0,0,0,0,0
"ENSMUSG00000028452",2262,1697,2629,1534,2172,1858
"ENSMUSG00000028453",76,35,51,41,60,53
"ENSMUSG00000028454",299,166,288,211,219,216
"ENSMUSG00000028455",981,661,891,722,892,759
"ENSMUSG00000091065",0,0,0,0,0,0
"ENSMUSG00000036002",295,171,343,219,299,373
"ENSMUSG00000086983",4,3,6,3,7,5
"ENSMUSG00000028456",359,196,458,307,326,350
"ENSMUSG00000077552",0,0,0,0,0,0
"ENSMUSG00000089028",0,0,0,0,0,0
"ENSMUSG00000028457",26,17,12,85,30,116
"ENSMUSG00000035969",462,321,524,375,336,325
"ENSMUSG00000042788",2,0,1,1,0,0
"ENSMUSG00000028458",237,142,186,197,230,207
"ENSMUSG00000028459",32,38,61,62,96,70
"ENSMUSG00000028460",0,0,0,1,3,0
"ENSMUSG00000088088",2,2,0,1,0,0
"ENSMUSG00000028461",1454,1115,918,800,967,1129
"ENSMUSG00000051517",7,10,3,11,11,11
"ENSMUSG00000087142",8,1,2,0,1,1
"ENSMUSG00000028463",5,1,2,10,10,4
"ENSMUSG00000028464",231,126,64,181,281,248
"ENSMUSG00000028465",2187,1112,1733,1549,2125,1887
"ENSMUSG00000028466",789,498,589,546,715,683
"ENSMUSG00000028467",227,166,279,100,167,167
"ENSMUSG00000028468",987,517,808,593,613,690
"ENSMUSG00000078719",0,0,0,0,0,0
"ENSMUSG00000085351",0,0,0,0,0,0
"ENSMUSG00000092675",0,1,1,1,1,0
"ENSMUSG00000086043",52,38,62,25,24,41
"ENSMUSG00000028469",1266,998,1459,535,779,765
"ENSMUSG00000066196",2,9,6,2,5,4
"ENSMUSG00000028470",1813,1356,1508,1059,1199,1231
"ENSMUSG00000043633",23,27,27,23,27,35
"ENSMUSG00000043770",0,0,0,0,0,0
"ENSMUSG00000078716",75,38,76,55,43,57
"ENSMUSG00000088947",0,0,0,0,0,1
"ENSMUSG00000050215",0,0,0,0,0,0
"ENSMUSG00000046450",0,0,0,0,0,0
"ENSMUSG00000071001",4,1,1,3,3,3
"ENSMUSG00000028475",5,0,2,7,13,9
"ENSMUSG00000086864",0,0,0,0,0,1
"ENSMUSG00000083417",0,0,0,0,0,0
"ENSMUSG00000044801",0,0,0,0,0,0
"ENSMUSG00000081420",0,0,0,0,0,0
"ENSMUSG00000081329",20,19,19,17,31,29
"ENSMUSG00000059448",0,0,0,0,0,0
"ENSMUSG00000059101",0,0,0,0,0,0
"ENSMUSG00000071000",0,0,0,0,0,0
"ENSMUSG00000028476",66,42,29,83,75,76
"ENSMUSG00000028480",26,30,21,42,65,41
"ENSMUSG00000070999",0,1,0,0,0,0
"ENSMUSG00000028478",2092,1509,1953,1840,1960,1952
"ENSMUSG00000028479",2693,1825,4004,1744,2137,2555
"ENSMUSG00000088532",0,0,0,0,0,0
"ENSMUSG00000087326",2,3,0,1,1,0
"ENSMUSG00000084274",403,350,574,234,374,252
"ENSMUSG00000035696",225,167,270,173,198,241
